Exchange,Token,LotSize,Symbol,TradingSymbol,Instrument,TickSize,Unnamed: 7,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
NSE,7537,1,LCCINFOTEC,LCCINFOTEC-BE,BE,0.01,,LCC Infotech Limited,BE,02-MAR-2000,2,1,INE938A01021,2
NSE,1979,1,LAXMIMACH,LAXMIMACH-EQ,EQ,0.05,,Lakshmi Machine Works Limited,EQ,29-MAR-1995,10,1,INE269B01029,10
NSE,6568,1,LAXMICOT,LAXMICOT-EQ,EQ,0.01,,Laxmi Cotspin Limited,EQ,12-NOV-2021,10,1,INE801V01019,10
NSE,19234,1,LAURUSLABS,LAURUSLABS-EQ,EQ,0.05,,Laurus Labs Limited,EQ,19-DEC-2016,2,1,INE947Q01028,2
NSE,15848,1,LATTEYS,LATTEYS-BE,BE,0.01,,Latteys Industries Limited,BE,23-MAY-2023,2,1,INE262Z01023,2
NSE,6818,1,LATENTVIEW,LATENTVIEW-EQ,EQ,0.05,,Latent View Analytics Limited,EQ,23-NOV-2021,1,1,INE0I7C01011,1
NSE,21713,1,LASA,LASA-EQ,EQ,0.01,,Lasa Supergenerics Limited,EQ,21-SEP-2017,10,1,INE670X01014,10
NSE,14423,1,LAOPALA,LAOPALA-EQ,EQ,0.05,,La Opala RG Limited,EQ,16-MAR-2007,2,1,INE059D01020,2
NSE,13276,1,LANDMARK,LANDMARK-EQ,EQ,0.05,,Landmark Cars Limited,EQ,23-DEC-2022,5,1,INE559R01029,5
NSE,23027,1,LANCORHOL,LANCORHOL-EQ,EQ,0.01,,Lancor Holdings Limited,EQ,12-MAR-2024,2,1,INE572G01025,2
NSE,6407,1,LAMBODHARA,LAMBODHARA-EQ,EQ,0.01,,Lambodhara Textiles Limited,EQ,04-FEB-2015,5,1,INE112F01022,5
NSE,11654,1,LALPATHLAB,LALPATHLAB-EQ,EQ,0.05,,Dr. Lal Path Labs Ltd.,EQ,23-DEC-2015,10,1,INE600L01024,10
NSE,14924,1,LAL,LAL-EQ,EQ,0.01,,Lorenzini Apparels Limited,EQ,10-APR-2023,1,1,INE740X01023,1
NSE,4774,1,LAKPRE,LAKPRE-BZ,BZ,0.01,,Lakshmi Precision Screws Limited,BZ,26-SEP-2006,10,1,INE651C01018,10
NSE,5865,1,LAGNAM,LAGNAM-EQ,EQ,0.01,,Lagnam Spintex Limited,EQ,30-SEP-2021,10,1,INE548Z01017,10
NSE,13870,1,KUANTUM,KUANTUM-EQ,EQ,0.01,,Kuantum Papers Limited,EQ,23-OCT-2019,1,1,INE529I01021,1
NSE,8054,1,KTKBANK,KTKBANK-EQ,EQ,0.01,,The Karnataka Bank Limited,EQ,10-MAY-2000,10,1,INE614B01018,10
NSE,11060,1,KSOLVES,KSOLVES-EQ,EQ,0.05,,Ksolves India Limited,EQ,23-SEP-2022,10,1,INE0D6I01015,10
NSE,18889,1,KSL,KSL-EQ,EQ,0.05,,Kalyani Steels Limited,EQ,19-MAY-2010,5,1,INE907A01026,5
NSE,10412,1,KSHITIJPOL,KSHITIJPOL-BE,BE,0.01,,Kshitij Polyline Limited,BE,27-JUL-2022,2,1,INE013801027,2
NSE,14972,1,KSCL,KSCL-EQ,EQ,0.05,,Kaveri Seed Company Limited,EQ,04-OCT-2007,2,1,INE455I01029,2
NSE,1949,1,KSB,KSB-EQ,EQ,0.05,,Ksb Limited,EQ,08-FEB-1995,2,1,INE999A01023,2
NSE,23175,1,KRYSTAL,KRYSTAL-EQ,EQ,0.05,,Krystal Integrated Services Limited,EQ,21-MAR-2024,10,1,INE0QN801017,10
NSE,5359,1,KRSNAA,KRSNAA-EQ,EQ,0.05,,Krsnaa Diagnostics Limited,EQ,16-AUG-2021,5,1,INE08LI01020,5
NSE,24025,1,KRONOX,KRONOX-EQ,EQ,0.01,,Kronox Lab Sciences Limited,EQ,10-JUN-2024,10,1,INE0ATZ01017,10
NSE,11440,1,KRITINUT,KRITINUT-BE,BE,0.01,,Kriti Nutrients Limited,BE,07-OCT-2022,1,1,INE798K01010,1
NSE,9288,1,KRITIKA,KRITIKA-EQ,EQ,0.01,,Kritika Wires Limited,EQ,04-MAY-2022,2,1,INE00Z501029,2
NSE,6417,1,KRITI,KRITI-EQ,EQ,0.01,,Kriti Industries (India) Limited,EQ,01-NOV-2021,1,1,INE479D01038,1
NSE,12847,1,KRISHANA,KRISHANA-EQ,EQ,0.01,,Krishana Phoschem Limited,EQ,22-AUG-2019,10,1,INE506W01012,10
NSE,11488,1,KRIDHANINF,KRIDHANINF-BE,BE,0.01,,Kridhan Infra Limited,BE,11-DEC-2015,2,1,INE524L01026,2
NSE,7885,1,KREBSBIO,KREBSBIO-BE,BE,0.01,,Krebs Biochemicals and Industries Limited,BE,03-JAN-1996,10,1,INE268B01013,10
NSE,10577,1,KRBL,KRBL-EQ,EQ,0.05,,KRBL Limited,EQ,21-JAN-2002,1,1,INE001B01026,1
NSE,14912,1,KPRMILL,KPRMILL-EQ,EQ,0.05,,K.P.R. Mill Limited,EQ,28-AUG-2007,1,1,INE930H01031,1
NSE,9683,1,KPITTECH,KPITTECH-EQ,EQ,0.05,,KPIT Technologies Limited,EQ,22-APR-2019,10,1,INE04I401011,10
NSE,1814,1,KPIL,KPIL-EQ,EQ,0.05,,Kalpataru Projects International Limited,EQ,15-DEC-2000,2,1,INE220B01022,2
NSE,5110,1,KPIGREEN,KPIGREEN-BE,BE,0.05,,KPI Green Energy Limited,BE,27-JUL-2021,5,1,INE542W01025,5
NSE,6808,1,KOTHARIPRO,KOTHARIPRO-BE,BE,0.01,,Kothari Products Limited,BE,03-JUN-1998,10,1,INE823A01017,10
NSE,4594,1,KOTHARIPET,KOTHARIPET-EQ,EQ,0.01,,Kothari Petrochemicals Limited,EQ,02-NOV-1996,10,1,INE720A01015,10
NSE,11647,1,KOTARISUG,KOTARISUG-EQ,EQ,0.01,,Kothari Sugars And Chemicals Limited,EQ,13-DEC-2004,10,1,INE419A01022,10
NSE,1922,1,KOTAKBANK,KOTAKBANK-EQ,EQ,0.05,,Kotak Mahindra Bank Limited,EQ,20-DEC-1995,5,1,INE237A01028,5
NSE,1919,1,KOPRAN,KOPRAN-EQ,EQ,0.05,,Kopran Limited,EQ,09-JUN-1999,10,1,INE082A01010,10
NSE,15124,1,KOLTEPATIL,KOLTEPATIL-EQ,EQ,0.05,,Kolte - Patil Developers Limited,EQ,13-DEC-2007,10,1,INE094I01018,10
NSE,16827,1,KOKUYOCMLN,KOKUYOCMLN-EQ,EQ,0.01,,Kokuyo Camlin Limited,EQ,28-JUL-2008,1,1,INE760A01029,1
NSE,3009,1,KOHINOOR,KOHINOOR-EQ,EQ,0.01,,Kohinoor Foods Limited,EQ,20-OCT-1999,10,1,INE080B01012,10
NSE,15283,1,KNRCON,KNRCON-EQ,EQ,0.05,,KNR Constructions Limited,EQ,18-FEB-2008,2,1,INE634I01029,2
NSE,14671,1,KMSUGAR,KMSUGAR-BE,BE,0.01,,K.M.Sugar Mills Limited,BE,31-MAY-2007,2,1,INE157H01023,2
NSE,13381,1,KKCL,KKCL-EQ,EQ,0.05,,Kewal Kiran Clothing Limited,EQ,13-APR-2006,10,1,INE401H01017,10
NSE,28899,1,KITEX,KITEX-EQ,EQ,0.05,,Kitex Garments Limited,EQ,25-SEP-2012,1,1,INE602G01020,1
NSE,15180,1,KIRLPNU,KIRLPNU-EQ,EQ,0.05,,Kirloskar Pneumatic Company Limited,EQ,26-APR-2023,2,1,INE811A01020,2
NSE,19025,1,KIRLOSIND,KIRLOSIND-EQ,EQ,0.05,,Kirloskar Industries Limited,EQ,24-JUN-2010,10,1,INE250A01039,10
NSE,20936,1,KIRLOSENG,KIRLOSENG-EQ,EQ,0.05,,Kirloskar Oil Engines Limited,EQ,24-DEC-2010,2,1,INE146L01010,2
NSE,18581,1,KIRLOSBROS,KIRLOSBROS-EQ,EQ,0.05,,Kirloskar Brothers Limited,EQ,20-APR-2010,2,1,INE732A01036,2
NSE,16639,1,KIRIINDUS,KIRIINDUS-EQ,EQ,0.05,,Kiri Industries Limited,EQ,22-APR-2008,10,1,INE415I01015,10
NSE,19126,1,KIOCL,KIOCL-EQ,EQ,0.05,,KIOCL Limited,EQ,29-NOV-2016,10,1,INE880L01014,10
NSE,18944,1,KINGFA,KINGFA-EQ,EQ,0.05,,Kingfa Science & Technology (India) Limited,EQ,15-NOV-2016,10,1,INE473D01015,10
NSE,4847,1,KIMS,KIMS-EQ,EQ,0.05,,Krishna Institute of Medical Sciences Limited,EQ,28-JUN-2021,10,1,INE967H01017,10
NSE,19937,1,KILITCH,KILITCH-EQ,EQ,0.05,,Kilitch Drugs (India) Limited,EQ,29-SEP-2010,10,1,INE729D01010,10
NSE,21123,1,KICL,KICL-BE,BE,0.05,,Kalyani Investment Company Limited,BE,14-JAN-2011,10,1,INE029L01018,10
NSE,9641,1,KHANDSE,KHANDSE-EQ,EQ,0.01,,Khandwala Securities Limited,EQ,07-FEB-2001,10,1,INE060B01014,10
NSE,9582,1,KHAITANLTD,KHAITANLTD-BE,BE,0.01,,Khaitan (India) Limited,BE,20-DEC-1995,10,1,INE731C01018,10
NSE,896,1,KHAICHEM,KHAICHEM-EQ,EQ,0.01,,Khaitan Chemicals & Fertilizers Limited,EQ,30-OCT-2020,1,1,INE745B01028,1
NSE,425,1,KHADIM,KHADIM-EQ,EQ,0.05,,Khadim India Limited,EQ,14-NOV-2017,10,1,INE834I01025,10
NSE,13359,1,KFINTECH,KFINTECH-EQ,EQ,0.05,,Kfin Technologies Limited,EQ,29-DEC-2022,10,1,INE138Y01010,10
NSE,4157,1,KEYFINSERV,KEYFINSERV-EQ,EQ,0.05,,Keynote Financial Services Limited,EQ,26-JUN-1996,10,1,INE681C01015,10
NSE,1859,1,KESORAMIND,KESORAMIND-EQ,EQ,0.01,,Kesoram Industries Limited,EQ,06-SEP-1995,10,1,INE087A01019,10
NSE,13121,1,KERNEX,KERNEX-EQ,EQ,0.05,,Kernex Microsystems (India) Limited,EQ,20-DEC-2005,10,1,INE202H01019,10
NSE,13430,1,KELLTONTEC,KELLTONTEC-EQ,EQ,0.01,,Kellton Tech Solutions Limited,EQ,02-MAR-2016,5,1,INE164B01022,5
NSE,13310,1,KEI,KEI-EQ,EQ,0.05,,KEI Industries Limited,EQ,23-MAR-2006,2,1,INE878B01027,2
NSE,8880,1,KEEPLEARN,KEEPLEARN-BE,BE,0.01,,DSJ Keep Learning Limited,BE,01-MAR-1995,1,1,INE055C01020,1
NSE,18220,1,KECL,KECL-EQ,EQ,0.01,,Kirloskar Electric Company Limited,EQ,09-MAR-2010,10,1,INE134B01017,10
NSE,13260,1,KEC,KEC-EQ,EQ,0.05,,KEC International Limited,EQ,10-MAR-2006,2,1,INE389H01022,2
NSE,14908,1,KDDL,KDDL-EQ,EQ,0.05,,KDDL Limited,EQ,23-MAR-2016,10,1,INE291D01011,10
NSE,8849,1,KCPSUGIND,KCPSUGIND-BE,BE,0.01,,KCP Sugar and Industries Corporation Limited,BE,11-JUN-1997,1,1,INE790B01024,1
NSE,1841,1,KCP,KCP-EQ,EQ,0.01,,KCP Limited,EQ,09-APR-1997,1,1,INE805C01028,1
NSE,2360,1,KBCGLOBAL,KBCGLOBAL-BE,BE,0.01,,KBC Global Limited,BE,02-APR-2018,1,1,INE278R01034,1
NSE,12092,1,KAYNES,KAYNES-EQ,EQ,0.05,,Kaynes Technology India Limited,EQ,22-NOV-2022,10,1,INE918Z01012,10
NSE,10282,1,KAYA,KAYA-BE,BE,0.05,,Kaya Limited,BE,14-AUG-2015,10,1,INE587G01015,10
NSE,15248,1,KAVVERITEL,KAVVERITEL-BE,BE,0.01,,Kavveri Telecom Products Limited,BE,29-JAN-2008,10,1,INE641C01019,10
NSE,15140,1,KAUSHALYA,KAUSHALYA-BE,BE,0.05,,Kaushalya Infrastructure Development Corporation Limited,BE,14-DEC-2007,1000,1,INE234I01028,1000
NSE,1838,1,KARURVYSYA,KARURVYSYA-EQ,EQ,0.01,,Karur Vysya Bank Limited,EQ,26-JUL-2000,2,1,INE036D01028,2
NSE,24389,1,KARMAENG,KARMAENG-BE,BE,0.01,,Karma Energy Limited,BE,28-JUN-2011,10,1,INE725L01011,10
NSE,18969,1,KAPSTON,KAPSTON-BE,BE,0.01,,Kapston Services Limited,BE,27-MAY-2020,5,1,INE542Z01028,5
NSE,1196,1,KANSAINER,KANSAINER-EQ,EQ,0.05,,Kansai Nerolac Paints Limited,EQ,15-SEP-2003,1,1,INE531A01024,1
NSE,1782,1,KANPRPLA,KANPRPLA-EQ,EQ,0.01,,Kanpur Plastipack Limited,EQ,01-JAN-2021,10,1,INE694E01014,10
NSE,1835,1,KANORICHEM,KANORICHEM-EQ,EQ,0.01,,Kanoria Chemicals & Industries Limited,EQ,08-FEB-1995,5,1,INE138C01024,5
NSE,25786,1,KANANIIND,KANANIIND-EQ,EQ,0.01,,Kanani Industries Limited,EQ,14-DEC-2011,1,1,INE879E01037,1
NSE,13814,1,KAMOPAINTS,KAMOPAINTS-EQ,EQ,0.01,,Kamdhenu Ventures Limited,EQ,24-JAN-2023,1,1,INE0BTI01037,1
NSE,13457,1,KAMDHENU,KAMDHENU-EQ,EQ,0.05,,Kamdhenu Limited,EQ,09-MAY-2006,10,1,INE390H01012,10
NSE,1826,1,KAMATHOTEL,KAMATHOTEL-EQ,EQ,0.01,,Kamat Hotels (I) Limited,EQ,29-MAY-1996,10,1,INE967C01018,10
NSE,2955,1,KALYANKJIL,KALYANKJIL-EQ,EQ,0.05,,Kalyan Jewellers India Limited,EQ,26-MAR-2021,10,1,INE303R01014,10
NSE,15160,1,KALYANIFRG,KALYANIFRG-BE,BE,0.05,,Kalyani Forge Limited,BE,20-DEC-2007,10,1,INE314G01014,10
NSE,19653,1,KALYANI,KALYANI-BE,BE,0.01,,Kalyani Commercials Limited,BE,13-FEB-2017,10,1,INE610E01010,10
NSE,18755,1,KALAMANDIR,KALAMANDIR-EQ,EQ,0.01,,Sai Silks (Kalamandir) Limited,EQ,27-SEP-2023,2,1,INE438K01021,2
NSE,1811,1,KAKATCEM,KAKATCEM-EQ,EQ,0.01,,Kakatiya Cement Sugar & Industries Limited,EQ,13-DEC-1995,10,1,INE437B01014,10
NSE,1808,1,KAJARIACER,KAJARIACER-EQ,EQ,0.05,,Kajaria Ceramics Limited,EQ,01-JUN-2004,1,1,INE217B01036,1
NSE,1805,1,KABRAEXTRU,KABRAEXTRU-EQ,EQ,0.05,,Kabra Extrusion Technik Limited,EQ,06-SEP-1995,5,1,INE900B01029,5
NSE,1802,1,JYOTISTRUC,JYOTISTRUC-EQ,EQ,0.01,,Jyoti Structures Limited,EQ,19-JUL-1995,2,1,INE197A01024,2
NSE,21334,1,JYOTICNC,JYOTICNC-EQ,EQ,0.05,,Jyoti CNC Automation Limited,EQ,16-JAN-2024,2,1,INE980O01024,2
NSE,15146,1,JYOTHYLAB,JYOTHYLAB-EQ,EQ,0.05,,Jyothy Labs Limited,EQ,19-DEC-2007,1,1,INE668F01031,1
NSE,20224,1,JWL,JWL-EQ,EQ,0.05,,Jupiter Wagons Limited,EQ,18-OCT-2010,10,1,INE209L01016,10
NSE,29962,1,JUSTDIAL,JUSTDIAL-EQ,EQ,0.05,,Just Dial Limited,EQ,05-JUN-2013,10,1,INE599M01018,10
NSE,22824,1,JUNIPER,JUNIPER-EQ,EQ,0.05,,Juniper Hotels Limited,EQ,28-FEB-2024,10,1,INE696F01016,10
NSE,3637,1,JUBLPHARMA,JUBLPHARMA-EQ,EQ,0.05,,Jubilant Pharmova Limited,EQ,16-JUN-2003,1,1,INE700A01033,1
NSE,2783,1,JUBLINGREA,JUBLINGREA-EQ,EQ,0.05,,Jubilant Ingrevia Limited,EQ,19-MAR-2021,1,1,INE0BY001018,1
NSE,21541,1,JUBLINDS,JUBLINDS-EQ,EQ,0.05,,Jubilant Industries Limited,EQ,14-FEB-2011,10,1,INE645L01011,10
NSE,18096,1,JUBLFOOD,JUBLFOOD-EQ,EQ,0.05,,Jubilant Foodworks Limited,EQ,08-FEB-2010,2,1,INE797F01020,2
NSE,7287,1,JTLIND,JTLIND-EQ,EQ,0.01,,JTL INDUSTRIES LIMITED,EQ,12-JUN-2023,2,1,INE391J01024,2
NSE,3237,1,JTEKTINDIA,JTEKTINDIA-EQ,EQ,0.01,,Jtekt India Limited,EQ,12-JAN-2004,1,1,INE643A01035,1
NSE,11723,1,JSWSTEEL,JSWSTEEL-EQ,EQ,0.05,,JSW Steel Limited,EQ,23-MAR-2005,1,1,INE019A01038,1
NSE,19020,1,JSWINFRA,JSWINFRA-EQ,EQ,0.05,,JSW Infrastructure Limited,EQ,03-OCT-2023,2,1,INE880J01026,2
NSE,11880,1,JSWHL,JSWHL-EQ,EQ,0.05,,JSW Holdings Limited,EQ,21-JUN-2005,10,1,INE824G01012,10
NSE,17869,1,JSWENERGY,JSWENERGY-EQ,EQ,0.05,,JSW Energy Limited,EQ,04-JAN-2010,10,1,INE121E01018,10
NSE,11236,1,JSL,JSL-EQ,EQ,0.05,,Jindal Stainless Limited,EQ,17-NOV-2003,2,1,INE220G01021,2
NSE,22663,1,JSFB,JSFB-EQ,EQ,0.05,,Jana Small Finance Bank Limited,EQ,14-FEB-2024,10,1,INE953L01027,10
NSE,11763,1,JPPOWER,JPPOWER-EQ,EQ,0.01,,Jaiprakash Power Ventures Limited,EQ,18-APR-2005,10,1,INE351F01018,10
NSE,31507,1,JPOLYINVST,JPOLYINVST-EQ,EQ,0.05,,Jindal Poly Investment and Finance Company Limited,EQ,11-NOV-2013,10,1,INE147P01019,10
NSE,16927,1,JOCIL,JOCIL-EQ,EQ,0.01,,Jocil Limited,EQ,08-OCT-2008,10,1,INE839G01010,10
NSE,23623,1,JNKINDIA,JNKINDIA-BE,BE,0.05,,JNK India Limited,BE,30-APR-2024,2,1,INE0OAF01028,2
NSE,13637,1,JMFINANCIL,JMFINANCIL-EQ,EQ,0.01,,JM Financial Limited,EQ,10-OCT-2006,1,1,INE780C01023,1
NSE,7109,1,JMA,JMA-EQ,EQ,0.01,,Jullundur Motor Agency (Delhi) Limited,EQ,16-MAR-2015,2,1,INE412C01023,2
NSE,18553,1,JLHL,JLHL-EQ,EQ,0.05,,Jupiter Life Line Hospitals Limited,EQ,18-SEP-2023,10,1,INE682M01012,10
NSE,14435,1,JKTYRE,JKTYRE-EQ,EQ,0.05,,JK Tyre & Industries Limited,EQ,19-MAR-2007,2,1,INE573A01042,2
NSE,11860,1,JKPAPER,JKPAPER-EQ,EQ,0.05,,JK Paper Limited,EQ,16-JUN-2005,10,1,INE789E01012,10
NSE,13491,1,JKLAKSHMI,JKLAKSHMI-EQ,EQ,0.05,,JK Lakshmi Cement Limited,EQ,19-JUN-2006,5,1,INE786A01032,5
NSE,15266,1,JKIL,JKIL-EQ,EQ,0.05,,J.Kumar Infraprojects Limited,EQ,12-FEB-2008,5,1,INE576I01022,5
NSE,13270,1,JKCEMENT,JKCEMENT-EQ,EQ,0.05,,JK Cement Limited,EQ,14-MAR-2006,10,1,INE823G01014,10
NSE,19691,1,JITFINFRA,JITFINFRA-EQ,EQ,0.05,,JITF Infralogistics Limited,EQ,27-FEB-2017,2,1,INE863T01013,2
NSE,10397,1,JISLJALEQS,JISLJALEQS-EQ,EQ,0.01,,Jain Irrigation Systems Limited,EQ,13-AUG-2001,2,1,INE175A01038,2
NSE,25684,1,JISLDVREQS,JISLDVREQS-EQ,EQ,0.01,,Jain Irrigation Systems Limited,EQ,30-NOV-2011,2,1,IN9175A01010,2
NSE,18143,1,JIOFIN,JIOFIN-EQ,EQ,0.05,,Jio Financial Services Limited,EQ,21-AUG-2023,10,1,INE758E01017,10
NSE,20642,1,JINDWORLD,JINDWORLD-EQ,EQ,0.05,,Jindal Worldwide Limited,EQ,25-NOV-2010,1,1,INE247D01039,1
NSE,13875,1,JINDRILL,JINDRILL-EQ,EQ,0.05,,Jindal Drilling And Industries Limited,EQ,22-DEC-2006,5,1,INE742C01031,5
NSE,6733,1,JINDALSTEL,JINDALSTEL-EQ,EQ,0.05,,Jindal Steel & Power Limited,EQ,29-DEC-1999,1,1,INE749A01030,1
NSE,3024,1,JINDALSAW,JINDALSAW-EQ,EQ,0.05,,Jindal Saw Limited,EQ,29-APR-2003,2,1,INE324A01024,2
NSE,1756,1,JINDALPOLY,JINDALPOLY-EQ,EQ,0.05,,Jindal Poly Films Limited,EQ,21-JAN-2002,10,1,INE197D01010,10
NSE,11743,1,JINDALPHOT,JINDALPHOT-EQ,EQ,0.05,,Jindal Photo Limited,EQ,07-APR-2005,10,1,INE796G01012,10
NSE,13723,1,JHS,JHS-BE,BE,0.01,,JHS Svendgaard Laboratories Limited,BE,21-OCT-2006,10,1,INE544H01014,10
NSE,23056,1,JGCHEM,JGCHEM-EQ,EQ,0.05,,J.G.Chemicals Limited,EQ,13-MAR-2024,10,1,INE0MB501011,10
NSE,7213,1,JETFREIGHT,JETFREIGHT-BE,BE,0.01,,Jet Freight Logistics Limited,BE,21-DEC-2021,5,1,INE982V01025,5
NSE,13420,1,JETAIRWAYS,JETAIRWAYS-BZ,BZ,0.01,,Jet Airways (India) Limited,BZ,14-MAR-2005,10,1,INE802G01018,10
NSE,4491,1,JCHAC,JCHAC-EQ,EQ,0.05,,Johnson Controls - Hitachi Air Conditioning India Limited,EQ,03-JAN-2000,10,1,INE782A01015,10
NSE,11655,1,JBMA,JBMA-EQ,EQ,0.05,,JBM Auto Limited,EQ,17-DEC-2004,2,1,INE927D01044,2
NSE,1726,1,JBCHEPHARM,JBCHEPHARM-EQ,EQ,0.05,,JB Chemicals & Pharmaceuticals Limited,EQ,29-APR-2003,1,1,INE572A01036,1
NSE,1720,1,JAYSREETEA,JAYSREETEA-EQ,EQ,0.01,,Jayshree Tea & Industries Limited,EQ,15-FEB-1995,5,1,INE364A01020,5
NSE,2331,1,JAYNECOIND,JAYNECOIND-EQ,EQ,0.01,,Jayaswal Neco Industries Limited,EQ,10-MAY-1995,10,1,INE854B01010,10
NSE,1708,1,JAYBARMARU,JAYBARMARU-EQ,EQ,0.01,,Jay Bharat Maruti Limited,EQ,03-JAN-1996,2,1,INE571B01036,2
NSE,4041,1,JAYAGROGN,JAYAGROGN-EQ,EQ,0.05,,Jayant Agro Organics Limited,EQ,17-APR-1996,5,1,INE785A01026,5
NSE,13982,1,JASH,JASH-EQ,EQ,0.05,,Jash Engineering Limited,EQ,30-OCT-2019,10,1,INE039O01011,10
NSE,20778,1,JAMNAAUTO,JAMNAAUTO-EQ,EQ,0.01,,Jamna Auto Industries Limited,EQ,10-DEC-2010,1,1,INE039C01032,1
NSE,5516,1,JAIPURKURT,JAIPURKURT-EQ,EQ,0.01,,Nandani Creation Limited,EQ,02-SEP-2021,10,1,INE696V01013,10
NSE,5143,1,JAICORPLTD,JAICORPLTD-EQ,EQ,0.05,,Jai Corp Limited,EQ,26-NOV-1997,1,1,INE070D01027,1
NSE,14076,1,JAIBALAJI,JAIBALAJI-BE,BE,0.05,,Jai Balaji Industries Limited,BE,09-DEC-2003,10,1,INE091G01018,10
NSE,4410,1,JAGSNPHARM,JAGSNPHARM-EQ,EQ,0.05,,Jagsonpal Pharmaceuticals Limited,EQ,01-MAR-2000,5,1,INE048B01027,5
NSE,13211,1,JAGRAN,JAGRAN-EQ,EQ,0.01,,Jagran Prakashan Limited,EQ,22-FEB-2006,2,1,INE199G01027,2
NSE,5633,1,J&KBANK,J&KBANK-EQ,EQ,0.01,,The Jammu & Kashmir Bank Limited,EQ,22-JUL-1998,1,1,INE168A01041,1
NSE,14178,1,IZMO,IZMO-BE,BE,0.05,,IZMO Limited,BE,05-FEB-2007,10,1,INE848A01014,10
NSE,24067,1,IXIGO,IXIGO-EQ,EQ,0.01,,Le Travenues Technology Limited,EQ,18-JUN-2024,1,1,INE0HV901016,1
NSE,3788,1,IWEL,IWEL-BE,BE,0.05,,Inox Wind Energy Limited,BE,11-JUN-2021,10,1,INE0FLR01028,10
NSE,8857,1,IVP,IVP-BE,BE,0.01,,IVP Limited,BE,13-SEP-1995,10,1,INE043C01018,10
NSE,8942,1,IVC,IVC-BE,BE,0.01,,IL&FS Investment Managers Limited,BE,15-SEP-1999,2,1,INE050B01023,2
NSE,1675,1,ITI,ITI-EQ,EQ,0.05,,ITI Limited,EQ,15-SEP-2003,10,1,INE248A01017,10
NSE,5622,1,ITDCEM,ITDCEM-EQ,EQ,0.05,,ITD Cementation India Limited,EQ,10-FEB-1999,1,1,INE686A01026,1
NSE,19299,1,ITDC,ITDC-EQ,EQ,0.05,,India Tourism Development Corporation Limited,EQ,30-DEC-2016,10,1,INE353K01014,10
NSE,1660,1,ITC,ITC-EQ,EQ,0.05,,ITC Limited,EQ,23-AUG-1995,1,1,INE154A01025,1
NSE,3329,1,ISGEC,ISGEC-EQ,EQ,0.05,,Isgec Heavy Engineering Limited,EQ,05-MAY-2021,1,1,INE858B01029,1
NSE,18479,1,ISFT,ISFT-EQ,EQ,0.01,,Intrasoft Technologies Limited,EQ,12-APR-2010,10,1,INE566K01011,10
NSE,2489,1,ISEC,ISEC-EQ,EQ,0.05,,ICICI Securities Limited,EQ,04-APR-2018,5,1,INE763G01038,5
NSE,19597,1,IRMENERGY,IRMENERGY-EQ,EQ,0.05,,IRM Energy Limited,EQ,26-OCT-2023,10,1,INE07U701015,10
NSE,2275,1,IRISDOREME,IRISDOREME-EQ,EQ,0.01,,Iris Clothings Limited,EQ,22-FEB-2021,2,1,INE01GN01025,2
NSE,6501,1,IRIS,IRIS-BE,BE,0.01,,Iris Business Services Limited,BE,08-NOV-2021,10,1,INE864K01010,10
NSE,2029,1,IRFC,IRFC-EQ,EQ,0.01,,Indian Railway Finance Corporation Limited,EQ,29-JAN-2021,10,1,INE053F01010,10
NSE,20261,1,IREDA,IREDA-EQ,EQ,0.01,,Indian Renewable Energy Development Agency Limited,EQ,29-NOV-2023,10,1,INE202E01016,10
NSE,13611,1,IRCTC,IRCTC-EQ,EQ,0.05,,Indian Railway Catering And Tourism Corporation Limited,EQ,14-OCT-2019,2,1,INE335Y01020,2
NSE,4986,1,IRCON,IRCON-EQ,EQ,0.05,,Ircon International Limited,EQ,28-SEP-2018,2,1,INE962Y01021,2
NSE,15313,1,IRB,IRB-EQ,EQ,0.01,,IRB Infrastructure Developers Limited,EQ,25-FEB-2008,1,1,INE821I01022,1
NSE,4934,1,IPL,IPL-EQ,EQ,0.01,,India Pesticides Limited,EQ,05-JUL-2021,1,1,INE0D6701023,1
NSE,1633,1,IPCALAB,IPCALAB-EQ,EQ,0.05,,IPCA Laboratories Limited,EQ,08-FEB-1995,1,1,INE571A01038,1
NSE,1630,1,IONEXCHANG,IONEXCHANG-EQ,EQ,0.05,,ION Exchange (India) Limited,EQ,22-FEB-2022,1,1,INE570A01022,1
NSE,20413,1,IOLCP,IOLCP-EQ,EQ,0.05,,IOL Chemicals and Pharmaceuticals Limited,EQ,08-NOV-2010,10,1,INE485C01011,10
NSE,1624,1,IOC,IOC-EQ,EQ,0.01,,Indian Oil Corporation Limited,EQ,24-JUL-1996,10,1,INE242A01010,10
NSE,9348,1,IOB,IOB-EQ,EQ,0.01,,Indian Overseas Bank,EQ,07-DEC-2000,10,1,INE565A01014,10
NSE,24870,1,INVENTURE,INVENTURE-EQ,EQ,0.01,,Inventure Growth & Securities Limited,EQ,04-AUG-2011,1,1,INE878H01024,1
NSE,5606,1,INTLCONV,INTLCONV-EQ,EQ,0.01,,International Conveyors Limited,EQ,16-SEP-2021,1,1,INE575C01027,1
NSE,24909,1,INTERARCH,INTERARCH-EQ,EQ,0.05,,Interarch Building Products Limited,EQ,26-AUG-2024,10,1,INE00M901018,10
